specialty,provider_type,geographic_region,n_orgs,n_incumbents,tcc_p25,tcc_p50,tcc_p75,tcc_p90,wrvu_p25,wrvu_p50,wrvu_p75,wrvu_p90,cf_p25,cf_p50,cf_p75,cf_p90
Nephrology,Staff Physician,South,80,792,593081,658980,724878,790776,10464,11627,12789,13952,43,48,52,57
Nephrology,Staff Physician,West,95,898,672566,747297,822027,896757,10464,11627,12789,13952,43,48,52,57
Nephrology,Program Director,National,69,22,721480,801646,881811,961975,6397,7108,7818,8529,49,54,59,65
Nephrology,Program Director,Northeast,56,42,771984,857761,943537,1029314,7076,7862,8648,9435,49,54,59,65
Nephrology,Program Director,North Central,30,92,685406,761564,837720,913876,8703,9670,10636,11604,55,61,66,72
Nephrology,Program Director,South,68,175,699836,777597,855356,933116,8424,9361,10296,11233,52,58,63,69
Nephrology,Program Director,West,67,122,793628,881811,969992,1058173,7327,8142,8955,9770,51,57,62,67
Nephrology,Division Chief,National,65,117,782623,869582,956540,1043499,6678,7420,8162,8904,49,55,60,66
Nephrology,Division Chief,Northeast,60,184,837406,930453,1023498,1116544,8135,9039,9943,10847,56,63,68,74
Nephrology,Division Chief,North Central,77,70,743492,826103,908713,991324,9040,10045,11049,12054,55,62,67,73
Nephrology,Division Chief,South,52,141,759144,843495,927844,1012194,7255,8062,8867,9674,52,58,62,69
Nephrology,Division Chief,West,69,171,860885,956541,1052195,1147848,8917,9908,10899,11890,56,63,68,74
Nephrology,Department Chair,National,41,108,855994,951106,1046216,1141327,7279,8088,8897,9706,47,53,57,63
Nephrology,Department Chair,Northeast,49,185,915913,1017683,1119451,1221220,6472,7191,7910,8629,59,66,71,78
Nephrology,Department Chair,North Central,42,147,813194,903550,993905,1084260,7119,7910,8701,9492,48,54,58,64
Nephrology,Department Chair,South,43,72,830314,922572,1014830,1107087,8840,9823,10804,11787,51,57,62,68
Nephrology,Department Chair,West,39,135,941593,1046216,1150838,1255459,6973,7748,8523,9298,53,59,64,70
Nephrology,Chief of Surgery,National,45,188,886565,985074,1083581,1182088,7157,7953,8747,9543,59,66,71,78
Nephrology,Chief of Surgery,Northeast,70,121,948625,1054029,1159432,1264835,7443,8271,9097,9925,53,59,64,70
Nephrology,Chief of Surgery,North Central,46,179,842237,935820,1029402,1122984,6359,7066,7772,8479,55,61,66,73
Nephrology,Chief of Surgery,South,38,77,859968,955522,1051074,1146626,8013,8903,9793,10684,58,65,70,77
Nephrology,Chief of Surgery,West,60,148,975221,1083581,1191939,1300297,8712,9680,10647,11616,52,58,63,69
Neurology,Staff Physician,National,112,725,317839,353154,388469,423785,2353,2615,2876,3138,40,45,49,54
Neurology,Staff Physician,Northeast,73,639,340087,377875,415662,453450,2353,2615,2876,3138,40,45,49,54
Neurology,Staff Physician,North Central,116,415,301947,335497,369046,402595,2353,2615,2876,3138,40,45,49,54
Neurology,Staff Physician,South,93,109,308304,342560,376815,411071,2353,2615,2876,3138,40,45,49,54
Neurology,Staff Physician,West,91,810,349623,388470,427316,466163,2353,2615,2876,3138,40,45,49,54
Neurology,Program Director,National,45,83,375050,416722,458394,500066,1557,1730,1903,2076,51,58,63,69
Neurology,Program Director,Northeast,73,197,401303,445893,490481,535071,1476,1641,1804,1969,47,53,57,63
Neurology,Program Director,North Central,70,58,356297,395886,435474,475063,1417,1575,1732,1890,46,52,56,62
Neurology,Program Director,South,78,140,363798,404221,444642,485064,2018,2243,2467,2692,54,61,66,73
Neurology,Program Director,West,64,128,412555,458395,504233,550073,1792,1992,2191,2390,48,54,59,65
Neurology,Division Chief,National,72,48,406834,452038,497241,542445,1584,1760,1936,2113,47,53,57,63
Neurology,Division Chief,Northeast,65,186,435312,483680,532047,580416,1772,1969,2166,2363,52,58,63,70
Neurology,Division Chief,North Central,43,54,386492,429436,472378,515322,1919,2133,2346,2560,48,54,59,65
Neurology,Division Chief,South,54,27,394629,438477,482323,526171,1960,2178,2396,2614,52,58,63,70
Neurology,Division Chief,West,60,82,447517,497242,546965,596689,1918,2131,2344,2557,54,61,66,73
Neurology,Department Chair,National,75,98,444974,494416,543857,593299,1507,1675,1842,2010,54,61,66,73
Neurology,Department Chair,Northeast,39,62,476123,529026,581927,634830,1508,1676,1843,2011,52,59,64,71
Neurology,Department Chair,North Central,58,192,422726,469696,516664,563634,1588,1765,1941,2118,44,49,54,59
Neurology,Department Chair,South,50,68,431625,479584,527541,575500,1730,1922,2114,2307,54,61,66,73
Neurology,Department Chair,West,59,147,489472,543858,598243,652629,1866,2073,2280,2488,44,50,54,60
Neurology,Chief of Surgery,National,32,147,460866,512074,563280,614488,1580,1756,1931,2107,52,59,64,71
Neurology,Chief of Surgery,Northeast,47,141,493127,547919,602710,657502,1904,2116,2327,2539,51,57,63,69
Neurology,Chief of Surgery,North Central,39,171,437823,486470,535116,583764,1582,1759,1934,2110,53,60,65,72
Neurology,Chief of Surgery,South,53,110,447040,496712,546382,596053,2055,2284,2512,2741,50,56,61,67
Neurology,Chief of Surgery,West,73,145,506953,563282,619608,675937,1716,1907,2098,2289,46,52,57,63
Neurosurgery,Staff Physician,National,109,480,407711,453014,498315,543616,8135,9039,9942,10846,43,48,52,57
Neurosurgery,Staff Physician,Northeast,97,1133,436251,484725,533197,581669,8135,9039,9942,10846,43,48,52,57
Neurosurgery,Staff Physician,North Central,66,389,387326,430363,473399,516435,8135,9039,9942,10846,43,48,52,57
Neurosurgery,Staff Physician,South,76,195,395480,439423,483365,527308,8135,9039,9942,10846,43,48,52,57
Neurosurgery,Staff Physician,West,58,1013,448483,498315,548146,597978,8135,9039,9942,10846,43,48,52,57
Neurosurgery,Program Director,National,79,147,481099,534556,588012,641467,4987,5542,6095,6649,48,54,59,64
Neurosurgery,Program Director,Northeast,51,121,514776,571975,629172,686370,6430,7144,7858,8573,49,55,60,65
Neurosurgery,Program Director,North Central,79,155,457044,507828,558611,609394,5157,5730,6302,6875,54,60,65,72
Neurosurgery,Program Director,South,70,106,466666,518519,570371,622223,6001,6667,7334,8000,56,62,68,74
Neurosurgery,Program Director,West,47,114,529209,588012,646813,705614,5254,5838,6421,7005,51,57,62,68
Neurosurgery,Division Chief,National,65,125,521871,579858,637843,695829,5265,5850,6434,7019,55,61,66,73
Neurosurgery,Division Chief,Northeast,39,126,558402,620448,682492,744537,5018,5575,6132,6690,50,56,61,66
Neurosurgery,Division Chief,North Central,40,186,495777,550865,605951,661037,6294,6993,7692,8391,57,64,69,76
Neurosurgery,Division Chief,South,61,97,506215,562462,618708,674954,5362,5958,6553,7149,50,55,60,66
Neurosurgery,Division Chief,West,44,117,574058,637843,701627,765412,6318,7020,7721,8424,49,54,59,65
Neurosurgery,Department Chair,National,39,70,570796,634219,697641,761063,5199,5777,6354,6932,59,66,72,79
Neurosurgery,Department Chair,Northeast,46,84,610752,678615,746476,814337,6291,6990,7689,8388,58,65,71,77
Neurosurgery,Department Chair,North Central,57,57,542256,602508,662759,723009,7189,7987,8785,9584,48,53,58,63
Neurosurgery,Department Chair,South,53,95,553672,615193,676712,738231,6774,7527,8279,9032,50,56,61,67
Neurosurgery,Department Chair,West,61,198,627876,697641,767405,837169,6223,6915,7606,8297,54,60,65,71
Neurosurgery,Chief of Surgery,National,44,54,591182,656870,722557,788243,6528,7253,7978,8704,49,55,59,65
Neurosurgery,Chief of Surgery,Northeast,37,112,632564,702851,773136,843420,5551,6168,6785,7402,59,66,71,78
Neurosurgery,Chief of Surgery,North Central,73,186,561623,624026,686429,748831,5021,5579,6136,6694,56,63,68,74
Neurosurgery,Chief of Surgery,South,49,80,573446,637164,700880,764596,6896,7663,8428,9195,54,60,65,72
Neurosurgery,Chief of Surgery,West,33,60,650300,722557,794812,867068,6250,6945,7638,8333,55,61,66,73
Ophthalmology,Staff Physician,National,53,1197,548248,609164,670080,730997,9189,10211,11232,12253,64,72,79,86
Ophthalmology,Staff Physician,Northeast,135,371,586625,651806,716986,782167,9189,10211,11232,12253,64,72,79,86
Ophthalmology,Staff Physician,North Central,134,651,520835,578706,636576,694447,9189,10211,11232,12253,64,72,79,86
Ophthalmology,Staff Physician,South,102,1083,531800,590889,649978,709067,9189,10211,11232,12253,64,72,79,86
Ophthalmology,Staff Physician,West,114,1190,603072,670081,737088,804097,9189,10211,11232,12253,64,72,79,86
Ophthalmology,Program Director,National,77,53,646932,718814,790695,862576,6602,7336,8070,8804,84,95,104,114
Ophthalmology,Program Director,Northeast,69,155,692217,769131,846043,922957,7874,8749,9624,10499,76,86,94,103
Ophthalmology,Program Director,North Central,79,127,614586,682873,751160,819448,6118,6799,7478,8158,86,97,106,116
Ophthalmology,Program Director,South,49,58,627524,697250,766974,836699,5829,6477,7125,7773,82,92,101,111
Ophthalmology,Program Director,West,46,162,711625,790695,869764,948834,5876,6529,7182,7835,72,81,89,97
Ophthalmology,Division Chief,National,79,137,701757,779731,857703,935676,7262,8069,8876,9683,74,83,91,99
Ophthalmology,Division Chief,Northeast,47,45,750880,834312,917742,1001174,7691,8547,9401,10256,88,99,109,119
Ophthalmology,Division Chief,North Central,58,157,666669,740744,814818,888892,5569,6189,6808,7427,80,90,99,108
Ophthalmology,Division Chief,South,32,43,680704,756339,831972,907606,6726,7474,8221,8969,76,85,93,102
Ophthalmology,Division Chief,West,36,28,771933,857704,943473,1029244,5927,6587,7245,7904,81,91,100,109
Ophthalmology,Department Chair,National,59,99,767547,852830,938112,1023396,6144,6828,7510,8193,81,91,100,109
Ophthalmology,Department Chair,Northeast,32,46,821275,912528,1003780,1095034,7470,8301,9131,9962,86,97,106,115
Ophthalmology,Department Chair,North Central,78,107,729169,810189,891207,972226,8193,9105,10015,10925,85,95,105,114
Ophthalmology,Department Chair,South,76,82,744520,827245,909969,992694,5651,6280,6908,7536,78,87,96,104
Ophthalmology,Department Chair,West,55,197,844301,938113,1031924,1125735,8100,9001,9901,10801,83,94,103,112
Ophthalmology,Chief of Surgery,National,77,23,794959,883289,971616,1059946,6430,7145,7860,8575,77,86,95,103
Ophthalmology,Chief of Surgery,Northeast,77,41,850606,945119,1039630,1134142,7771,8635,9499,10362,82,93,102,111
Ophthalmology,Chief of Surgery,North Central,74,118,755211,839124,923036,1006948,5795,6440,7084,7728,79,88,97,106
Ophthalmology,Chief of Surgery,South,46,43,771110,856790,942468,1028147,7875,8751,9626,10501,74,83,92,100
Ophthalmology,Chief of Surgery,West,44,161,874455,971617,1068778,1165940,5953,6615,7277,7938,75,84,92,100
Orthopedic Surgery,Staff Physician,National,139,981,500774,556417,612058,667700,10794,11994,13193,14392,75,84,92,100
Orthopedic Surgery,Staff Physician,Northeast,52,210,535828,595366,654902,714439,10794,11994,13193,14392,75,84,92,100
Orthopedic Surgery,Staff Physician,North Central,144,1011,475735,528596,581455,634315,10794,11994,13193,14392,75,84,92,100
Orthopedic Surgery,Staff Physician,South,128,780,485751,539724,593696,647669,10794,11994,13193,14392,75,84,92,100
Orthopedic Surgery,Staff Physician,West,114,278,550851,612058,673264,734470,10794,11994,13193,14392,75,84,92,100
Orthopedic Surgery,Program Director,National,78,35,590913,656572,722229,787886,7400,8223,9045,9867,86,97,106,115
Orthopedic Surgery,Program Director,Northeast,35,110,632277,702532,772785,843038,8829,9810,10791,11772,86,97,106,115
Orthopedic Surgery,Program Director,North Central,47,126,561368,623743,686117,748491,7194,7994,8793,9592,87,97,106,116
Orthopedic Surgery,Program Director,South,42,99,573186,636874,700562,764249,7807,8675,9542,10409,102,114,125,136
Orthopedic Surgery,Program Director,West,66,148,650005,722229,794452,866674,9200,10222,11244,12266,99,111,122,132
Orthopedic Surgery,Division Chief,National,73,44,640991,712213,783435,854656,8448,9387,10326,11264,90,101,111,121
Orthopedic Surgery,Division Chief,Northeast,79,105,685860,762068,838275,914482,8957,9953,10948,11943,104,117,128,139
Orthopedic Surgery,Division Chief,North Central,38,167,608941,676603,744263,811923,7283,8092,8901,9710,103,115,126,137
Orthopedic Surgery,Division Chief,South,78,42,621761,690847,759932,829016,7345,8162,8978,9794,102,114,125,136
Orthopedic Surgery,Division Chief,West,45,67,705090,783435,861778,940121,8410,9345,10279,11213,97,109,119,129
Orthopedic Surgery,Department Chair,National,60,163,701084,778983,856882,934780,9507,10564,11621,12677,85,95,104,114
Orthopedic Surgery,Department Chair,Northeast,39,84,750160,833512,916863,1000214,7645,8495,9345,10194,101,113,124,135
Orthopedic Surgery,Department Chair,North Central,42,45,666029,740034,814038,888041,6780,7534,8287,9040,85,95,104,113
Orthopedic Surgery,Department Chair,South,63,33,680051,755614,831175,906736,7270,8079,8886,9694,94,106,116,126
Orthopedic Surgery,Department Chair,West,78,53,771192,856882,942570,1028258,8194,9105,10016,10926,98,110,120,131
Orthopedic Surgery,Chief of Surgery,National,43,22,726122,806804,887485,968165,8709,9677,10645,11612,83,92,101,110
Orthopedic Surgery,Chief of Surgery,Northeast,65,108,776951,863281,949608,1035936,8699,9666,10632,11598,88,98,108,117
Orthopedic Surgery,Chief of Surgery,North Central,51,191,689816,766464,843110,919757,9056,10063,11069,12075,87,97,106,116
Orthopedic Surgery,Chief of Surgery,South,72,184,704339,782600,860860,939120,9373,10415,11456,12498,99,111,121,132
Orthopedic Surgery,Chief of Surgery,West,73,184,798735,887485,976233,1064981,7873,8748,9623,10497,94,106,116,126
Otorhinolaryngology,Staff Physician,National,122,915,540219,600245,660269,720293,2155,2395,2634,2874,56,63,69,75
Otorhinolaryngology,Staff Physician,Northeast,115,747,578035,642262,706488,770714,2155,2395,2634,2874,56,63,69,75
Otorhinolaryngology,Staff Physician,North Central,146,925,513208,570232,627255,684279,2155,2395,2634,2874,56,63,69,75
Otorhinolaryngology,Staff Physician,South,86,635,524013,582237,640461,698684,2155,2395,2634,2874,56,63,69,75
Otorhinolaryngology,Staff Physician,West,129,520,594241,660269,726296,792323,2155,2395,2634,2874,56,63,69,75
Otorhinolaryngology,Program Director,National,44,102,637459,708289,779117,849946,1449,1610,1771,1933,66,74,81,89
Otorhinolaryngology,Program Director,Northeast,48,167,682081,757869,833656,909442,1681,1869,2055,2243,63,71,77,84
Otorhinolaryngology,Program Director,North Central,45,84,605586,672874,740161,807449,1437,1597,1757,1917,67,76,83,90
Otorhinolaryngology,Program Director,South,59,28,618335,687040,755744,824448,1846,2052,2256,2462,70,78,86,93
Otorhinolaryngology,Program Director,West,70,37,701205,779118,857029,934941,1360,1512,1662,1814,73,82,90,97
Otorhinolaryngology,Division Chief,National,74,102,691481,768313,845144,921975,1359,1510,1661,1812,62,70,77,84
Otorhinolaryngology,Division Chief,Northeast,49,129,739884,822095,904304,986514,1382,1536,1689,1843,67,76,83,90
Otorhinolaryngology,Division Chief,North Central,78,167,656907,729898,802887,875877,1887,2098,2307,2517,65,73,80,87
Otorhinolaryngology,Division Chief,South,49,131,670736,745264,819790,894316,1541,1713,1884,2055,61,69,75,82
Otorhinolaryngology,Division Chief,West,63,190,760629,845145,929659,1014173,1841,2046,2251,2456,73,82,90,98
Otorhinolaryngology,Department Chair,National,37,155,756307,840343,924377,1008411,1697,1886,2074,2263,62,70,76,83
Otorhinolaryngology,Department Chair,Northeast,57,61,809249,899167,989083,1078999,1655,1839,2023,2207,68,77,84,92
Otorhinolaryngology,Department Chair,North Central,37,190,718492,798325,878158,957990,1784,1982,2180,2379,76,85,93,101
Otorhinolaryngology,Department Chair,South,65,176,733618,815132,896645,978158,1309,1454,1599,1745,72,81,89,97
Otorhinolaryngology,Department Chair,West,31,60,831938,924377,1016814,1109252,1462,1625,1787,1950,64,73,79,86
Otorhinolaryngology,Chief of Surgery,National,38,110,783318,870355,957390,1044425,1853,2059,2265,2471,67,76,83,90
Otorhinolaryngology,Chief of Surgery,Northeast,52,37,838150,931280,1024407,1117535,1302,1447,1591,1736,68,76,84,91
Otorhinolaryngology,Chief of Surgery,North Central,68,90,744152,826837,909521,992204,1914,2127,2340,2553,66,75,82,89
Otorhinolaryngology,Chief of Surgery,South,45,162,759819,844244,928668,1013093,1634,1816,1997,2179,73,83,91,98
Otorhinolaryngology,Chief of Surgery,West,69,181,861650,957390,1053129,1148868,1445,1606,1767,1928,61,69,76,82
Plastic and Reconstruction Surgery,Staff Physician,National,143,1235,521948,579943,637936,695931,10599,11777,12954,14132,81,90,99,108
Plastic and Reconstruction Surgery,Staff Physician,Northeast,89,480,558485,620539,682592,744646,10599,11777,12954,14132,81,90,99,108
Plastic and Reconstruction Surgery,Staff Physician,North Central,113,1456,495851,550946,606040,661135,10599,11777,12954,14132,81,90,99,108
Plastic and Reconstruction Surgery,Staff Physician,South,107,636,506290,562545,618798,675053,10599,11777,12954,14132,81,90,99,108
Plastic and Reconstruction Surgery,Staff Physician,West,129,379,574143,637937,701730,765524,10599,11777,12954,14132,81,90,99,108
Plastic and Reconstruction Surgery,Program Director,National,55,143,615899,684333,752765,821199,8747,9719,10691,11663,97,107,118,129
Plastic and Reconstruction Surgery,Program Director,Northeast,39,79,659012,732236,805459,878683,8188,9098,10007,10917,103,115,126,138
Plastic and Reconstruction Surgery,Program Director,North Central,57,196,585104,650116,715127,780139,6514,7238,7961,8685,109,121,134,146
Plastic and Reconstruction Surgery,Program Director,South,44,33,597422,663803,730182,796563,6480,7200,7920,8640,93,103,114,124
Plastic and Reconstruction Surgery,Program Director,West,72,63,677489,752766,828042,903319,9216,10241,11264,12289,96,107,117,128
Plastic and Reconstruction Surgery,Division Chief,National,72,30,668094,742327,816559,890792,8005,8894,9783,10673,94,104,115,125
Plastic and Reconstruction Surgery,Division Chief,Northeast,30,20,714860,794290,873718,953147,9170,10189,11208,12227,102,113,124,136
Plastic and Reconstruction Surgery,Division Chief,North Central,43,143,634689,705211,775731,846252,6388,7098,7807,8517,94,105,115,126
Plastic and Reconstruction Surgery,Division Chief,South,70,36,648051,720057,792062,864068,8470,9412,10352,11294,95,106,117,127
Plastic and Reconstruction Surgery,Division Chief,West,34,84,734903,816560,898215,979871,8498,9443,10386,11331,97,108,119,130
Plastic and Reconstruction Surgery,Department Chair,National,65,117,730728,811920,893111,974304,6508,7231,7954,8677,113,125,138,151
Plastic and Reconstruction Surgery,Department Chair,Northeast,67,102,781879,868755,955629,1042505,8644,9605,10565,11526,112,125,137,150
Plastic and Reconstruction Surgery,Department Chair,North Central,41,172,694191,771324,848456,925589,9134,10149,11164,12179,89,99,108,118
Plastic and Reconstruction Surgery,Department Chair,South,53,115,708806,787563,866318,945075,9362,10403,11442,12483,109,121,133,145
Plastic and Reconstruction Surgery,Department Chair,West,67,199,803800,893112,982422,1071734,7921,8801,9681,10561,106,118,130,142
Plastic and Reconstruction Surgery,Chief of Surgery,National,38,77,756825,840917,925008,1009100,6468,7187,7906,8625,112,125,137,150
Plastic and Reconstruction Surgery,Chief of Surgery,Northeast,56,185,809803,899782,989759,1079737,8588,9543,10496,11451,93,103,114,124
Plastic and Reconstruction Surgery,Chief of Surgery,North Central,36,51,718984,798871,878758,958645,7585,8428,9271,10114,111,123,135,148
Plastic and Reconstruction Surgery,Chief of Surgery,South,66,83,734120,815690,897258,978827,8053,8948,9842,10738,107,119,131,143
Plastic and Reconstruction Surgery,Chief of Surgery,West,72,185,832508,925009,1017509,1110010,7142,7935,8728,9522,89,99,109,119
Pulmonology,Staff Physician,National,116,279,191318,212576,233833,255091,3651,4057,4462,4868,38,43,47,51
Pulmonology,Staff Physician,Northeast,55,429,204710,227457,250202,272947,3651,4057,4462,4868,38,43,47,51
Pulmonology,Staff Physician,North Central,69,1284,181752,201947,222142,242336,3651,4057,4462,4868,38,43,47,51
Pulmonology,Staff Physician,South,94,311,185578,206199,226818,247438,3651,4057,4462,4868,38,43,47,51
Pulmonology,Staff Physician,West,148,524,210450,233834,257217,280600,3651,4057,4462,4868,38,43,47,51
Pulmonology,Program Director,National,67,175,225755,250840,275924,301007,2845,3161,3477,3793,43,49,54,58
Pulmonology,Program Director,Northeast,59,96,241558,268399,295238,322078,2659,2955,3250,3546,45,51,56,61
Pulmonology,Program Director,North Central,76,72,214467,238298,262127,285957,2598,2887,3175,3464,43,48,53,57
Pulmonology,Program Director,South,42,43,218983,243315,267646,291977,2907,3230,3552,3876,45,52,56,61
Pulmonology,Program Director,West,42,193,248331,275924,303516,331108,2256,2507,2757,3008,44,50,54,59
Pulmonology,Division Chief,National,62,31,244887,272098,299307,326516,2493,2770,3046,3324,52,59,64,70
Pulmonology,Division Chief,Northeast,34,98,262029,291145,320258,349372,2250,2500,2750,3000,49,55,61,66
Pulmonology,Division Chief,North Central,72,190,232643,258493,284342,310190,2294,2549,2803,3058,51,58,63,69
Pulmonology,Division Chief,South,74,58,237540,263935,290328,316721,2265,2517,2769,3021,49,56,61,66
Pulmonology,Division Chief,West,45,70,269376,299307,329238,359168,3202,3558,3913,4270,44,50,55,59
Pulmonology,Department Chair,National,31,110,267845,297607,327367,357127,2311,2568,2824,3081,50,57,63,68
Pulmonology,Department Chair,Northeast,55,119,286594,318439,350283,382126,3102,3447,3791,4136,46,52,57,61
Pulmonology,Department Chair,North Central,60,27,254453,282727,310999,339271,2331,2590,2849,3108,43,48,53,57
Pulmonology,Department Chair,South,31,102,259810,288679,317546,346413,3178,3531,3884,4237,49,55,60,65
Pulmonology,Department Chair,West,54,110,294630,327368,360104,392840,3057,3397,3736,4076,44,50,55,60
Pulmonology,Chief of Surgery,National,56,159,277411,308236,339059,369882,3191,3545,3899,4254,49,55,60,66
Pulmonology,Chief of Surgery,Northeast,57,159,296830,329812,362793,395773,2945,3273,3599,3927,42,48,53,57
Pulmonology,Chief of Surgery,North Central,45,27,263541,292824,322106,351388,3090,3433,3776,4120,49,56,61,66
Pulmonology,Chief of Surgery,South,36,199,269089,298989,328887,358785,2466,2741,3014,3289,52,58,64,69
Pulmonology,Chief of Surgery,West,70,193,305152,339059,372965,406870,3235,3595,3954,4314,53,60,65,71
Radiology,Staff Physician,National,83,635,201604,224004,246404,268805,7346,8163,8979,9795,44,49,53,58
Radiology,Staff Physician,Northeast,68,1482,215716,239685,263652,287621,7346,8163,8979,9795,44,49,53,58
Radiology,Staff Physician,North Central,132,1054,191523,212804,234084,255364,7346,8163,8979,9795,44,49,53,58
Radiology,Staff Physician,South,80,426,195556,217284,239012,260741,7346,8163,8979,9795,44,49,53,58
Radiology,Staff Physician,West,126,1163,221764,246405,271045,295685,7346,8163,8979,9795,44,49,53,58
Radiology,Program Director,National,77,197,237892,264325,290757,317190,6032,6703,7373,8043,49,54,59,64
Radiology,Program Director,Northeast,42,177,254545,282828,311110,339393,4854,5394,5934,6473,52,58,63,69
Radiology,Program Director,North Central,40,49,225998,251109,276219,301330,6301,7002,7702,8402,49,55,59,65
Radiology,Program Director,South,64,191,230756,256396,282034,307674,4509,5010,5511,6012,50,56,61,67
Radiology,Program Director,West,76,197,261682,290758,319833,348909,6018,6687,7355,8024,54,60,65,71
Radiology,Division Chief,National,59,115,258053,286726,315397,344070,4937,5486,6035,6583,59,66,71,78
Radiology,Division Chief,Northeast,55,147,276117,306797,337475,368155,6484,7205,7926,8646,49,54,59,64
Radiology,Division Chief,North Central,58,29,245150,272389,299627,326867,4663,5182,5700,6218,50,55,60,65
Radiology,Division Chief,South,49,26,250311,278124,305935,333748,5171,5746,6320,6895,58,64,69,76
Radiology,Division Chief,West,76,48,283858,315398,346937,378477,5078,5643,6207,6771,61,68,73,80
Radiology,Department Chair,National,37,77,282245,313606,344966,376327,5640,6268,6894,7521,61,68,74,81
Radiology,Department Chair,Northeast,46,31,302003,335559,369114,402670,4595,5106,5617,6127,48,54,58,63
Radiology,Department Chair,North Central,74,192,268133,297926,327718,357510,5711,6346,6980,7614,52,58,63,69
Radiology,Department Chair,South,58,108,273778,304198,334617,365037,4706,5230,5752,6275,56,62,67,74
Radiology,Department Chair,West,38,29,310470,344967,379463,413960,4800,5334,5867,6401,50,55,60,66
Radiology,Chief of Surgery,National,64,141,292326,324807,357286,389767,4602,5114,5625,6136,54,60,65,71
Radiology,Chief of Surgery,Northeast,32,99,312788,347543,382296,417051,4964,5517,6068,6620,58,65,70,77
Radiology,Chief of Surgery,North Central,40,31,277709,308566,339422,370279,5794,6438,7082,7726,58,65,70,76
Radiology,Chief of Surgery,South,62,168,283556,315062,346567,378074,5695,6328,6961,7593,61,68,73,80
Radiology,Chief of Surgery,West,55,103,321558,357287,393015,428744,5363,5959,6555,7151,55,61,66,73
Rheumatology,Staff Physician,National,126,1415,649061,721179,793297,865415,9423,10471,11518,12565,52,58,63,69
Rheumatology,Staff Physician,Northeast,143,1394,694496,771662,848827,925994,9423,10471,11518,12565,52,58,63,69
Rheumatology,Staff Physician,North Central,59,1185,616608,685120,753632,822144,9423,10471,11518,12565,52,58,63,69
Rheumatology,Staff Physician,South,120,639,629589,699544,769498,839452,9423,10471,11518,12565,52,58,63,69
Rheumatology,Staff Physician,West,136,177,713967,793297,872626,951956,9423,10471,11518,12565,52,58,63,69
Rheumatology,Program Director,National,72,165,765892,850992,936090,1021189,7443,8271,9098,9925,72,80,87,96
Rheumatology,Program Director,Northeast,67,167,819505,910561,1001616,1092673,6167,6853,7538,8224,58,65,70,77
Rheumatology,Program Director,North Central,61,105,727598,808442,889285,970130,8367,9297,10227,11156,59,66,72,79
Rheumatology,Program Director,South,53,151,742916,825462,908007,990554,7819,8689,9558,10427,59,66,71,78
Rheumatology,Program Director,West,78,96,842482,936091,1029699,1123308,6899,7667,8433,9200,58,65,71,77
Rheumatology,Division Chief,National,50,107,830798,923110,1015420,1107731,6497,7220,7942,8664,67,74,81,88
Rheumatology,Division Chief,Northeast,36,131,888954,987727,1086499,1185272,6449,7166,7883,8600,59,66,71,78
Rheumatology,Division Chief,North Central,55,51,789259,876954,964649,1052344,8197,9108,10019,10930,61,69,75,82
Rheumatology,Division Chief,South,75,92,805875,895416,984957,1074499,6586,7319,8051,8783,58,65,71,77
Rheumatology,Division Chief,West,46,106,913878,1015421,1116962,1218504,7400,8223,9045,9867,70,78,85,93
Rheumatology,Department Chair,National,36,101,908686,1009651,1110615,1211581,6807,7564,8320,9077,61,68,74,81
Rheumatology,Department Chair,Northeast,34,83,972294,1080327,1188358,1296392,7425,8251,9076,9902,58,65,70,77
Rheumatology,Department Chair,North Central,70,82,863252,959169,1055085,1151002,7366,8186,9004,9823,66,74,81,88
Rheumatology,Department Chair,South,55,130,881425,979362,1077297,1175233,7516,8352,9188,10023,60,67,73,80
Rheumatology,Department Chair,West,45,114,999555,1110617,1221677,1332739,5824,6472,7119,7766,64,72,78,85
Rheumatology,Chief of Surgery,National,78,199,941139,1045710,1150280,1254852,7510,8345,9180,10014,72,80,87,96
Rheumatology,Chief of Surgery,Northeast,33,127,1007019,1118910,1230800,1342691,8059,8955,9850,10746,68,76,83,91
Rheumatology,Chief of Surgery,North Central,51,29,894082,993425,1092766,1192109,5844,6494,7144,7793,59,66,71,78
Rheumatology,Chief of Surgery,South,45,189,912905,1014339,1115772,1217206,8446,9385,10324,11262,63,70,76,83
Rheumatology,Chief of Surgery,West,39,111,1035253,1150281,1265308,1380337,6862,7625,8387,9150,68,76,82,90
Sports Medicine,Staff Physician,National,85,215,446366,495963,545559,595155,3922,4358,4793,5229,45,51,56,61
Sports Medicine,Staff Physician,Northeast,59,947,477612,530680,583748,636816,3922,4358,4793,5229,45,51,56,61
Sports Medicine,Staff Physician,North Central,111,1164,424048,471165,518281,565397,3922,4358,4793,5229,45,51,56,61
Sports Medicine,Staff Physician,South,121,886,432975,481084,529192,577301,3922,4358,4793,5229,45,51,56,61
Sports Medicine,Staff Physician,West,111,1325,491003,545559,600114,654671,3922,4358,4793,5229,45,51,56,61
Sports Medicine,Program Director,National,69,193,526712,585236,643759,702283,3516,3907,4297,4688,50,57,63,68
Sports Medicine,Program Director,Northeast,39,100,563582,626203,688822,751443,2390,2656,2921,3186,60,69,75,82
