specialty,provider_type,geographic_region,n_orgs,n_incumbents,tcc_p25,tcc_p50,tcc_p75,tcc_p90,wrvu_p25,wrvu_p50,wrvu_p75,wrvu_p90,cf_p25,cf_p50,cf_p75,cf_p90
Surgery (Neurological),Program Director,South,33,83,562494,624994,687492,749992,4124,4583,5041,5499,101,113,123,135
Surgery (Neurological),Program Director,West,36,94,637880,708756,779631,850507,3489,3877,4264,4652,106,118,129,141
Surgery (Neurological),Division Chief,National,52,54,629034,698927,768819,838712,3876,4307,4737,5169,108,121,132,144
Surgery (Neurological),Division Chief,Northeast,42,73,673066,747852,822637,897422,3818,4243,4667,5092,105,117,127,139
Surgery (Neurological),Division Chief,North Central,48,81,597582,663981,730378,796777,4672,5191,5710,6230,97,108,118,129
Surgery (Neurological),Division Chief,South,48,100,610163,677959,745755,813551,3922,4358,4793,5229,105,117,127,139
Surgery (Neurological),Division Chief,West,57,80,691937,768820,845701,922584,3725,4140,4553,4968,93,104,114,124
Surgery (Neurological),Department Chair,National,38,177,688006,764452,840896,917342,3967,4408,4849,5290,108,120,131,144
Surgery (Neurological),Department Chair,Northeast,65,20,736166,817963,899759,981556,3547,3942,4336,4730,94,105,115,126
Surgery (Neurological),Department Chair,North Central,74,31,653606,726229,798851,871475,4616,5130,5642,6156,106,118,129,141
Surgery (Neurological),Department Chair,South,33,106,667366,741518,815669,889821,3709,4121,4533,4946,97,108,118,129
Surgery (Neurological),Department Chair,West,67,83,756806,840897,924986,1009076,3996,4440,4884,5329,102,113,123,135
Surgery (Neurological),Chief of Surgery,National,41,166,712577,791753,870928,950104,4794,5327,5859,6392,109,121,132,145
Surgery (Neurological),Chief of Surgery,Northeast,56,195,762458,847176,931893,1016611,4279,4755,5230,5706,100,112,122,134
Surgery (Neurological),Chief of Surgery,North Central,37,186,676949,752166,827382,902599,3315,3684,4052,4421,100,111,122,133
Surgery (Neurological),Chief of Surgery,South,58,194,691200,768001,844800,921601,4036,4485,4933,5382,103,115,125,137
Surgery (Neurological),Chief of Surgery,West,47,152,783835,870929,958021,1045114,3371,3746,4120,4495,102,113,124,135
Ophthalmology,Staff Physician,National,144,323,580791,645323,709855,774387,6444,7160,7876,8592,84,94,103,112
Ophthalmology,Staff Physician,Northeast,145,782,621446,690496,759545,828594,6444,7160,7876,8592,84,94,103,112
Ophthalmology,Staff Physician,North Central,64,1103,551751,613057,674362,735668,6444,7160,7876,8592,84,94,103,112
Ophthalmology,Staff Physician,South,115,271,563367,625963,688559,751156,6444,7160,7876,8592,84,94,103,112
Ophthalmology,Staff Physician,West,54,1305,638870,709855,780840,851826,6444,7160,7876,8592,84,94,103,112
Ophthalmology,Program Director,National,58,91,685333,761481,837629,913777,4800,5333,5866,6400,93,104,114,124
Ophthalmology,Program Director,Northeast,34,167,733306,814785,896263,977741,4580,5089,5598,6107,102,114,125,136
Ophthalmology,Program Director,North Central,41,27,651066,723407,795747,868088,5339,5932,6525,7118,116,130,143,155
Ophthalmology,Program Director,South,65,51,664773,738637,812500,886364,5799,6443,7087,7732,102,114,125,136
Ophthalmology,Program Director,West,70,48,753866,837630,921392,1005155,5677,6308,6939,7570,109,122,134,145
Ophthalmology,Division Chief,National,78,95,743412,826014,908614,991216,5129,5699,6269,6839,112,126,138,150
Ophthalmology,Division Chief,Northeast,74,86,795451,883835,972217,1060601,4712,5236,5759,6283,102,115,126,137
Ophthalmology,Division Chief,North Central,76,38,706241,784713,863183,941655,4187,4652,5117,5583,97,109,119,130
Ophthalmology,Division Chief,South,68,145,721110,801233,881356,961479,5725,6362,6998,7634,116,130,143,155
Ophthalmology,Division Chief,West,60,144,817753,908615,999476,1090337,5781,6423,7066,7708,116,130,142,155
Ophthalmology,Department Chair,National,62,152,813107,903453,993797,1084142,4610,5122,5634,6147,110,123,135,147
Ophthalmology,Department Chair,Northeast,68,185,870024,966694,1063363,1160032,4015,4461,4907,5353,105,118,129,140
Ophthalmology,Department Chair,North Central,64,23,772452,858280,944107,1029935,4829,5365,5902,6438,110,123,135,147
Ophthalmology,Department Chair,South,55,117,788714,876349,963983,1051618,4912,5458,6004,6550,99,111,122,132
Ophthalmology,Department Chair,West,41,83,894418,993798,1093177,1192557,5516,6129,6742,7354,111,125,137,149
Ophthalmology,Chief of Surgery,National,42,148,842147,935719,1029290,1122862,5067,5630,6193,6756,111,124,136,148
Ophthalmology,Chief of Surgery,Northeast,64,90,901097,1001219,1101340,1201462,4702,5225,5747,6270,100,112,123,134
Ophthalmology,Chief of Surgery,North Central,56,92,800039,888933,977825,1066719,4876,5417,5959,6501,95,106,116,126
Ophthalmology,Chief of Surgery,South,59,133,816882,907647,998411,1089176,5581,6201,6821,7441,93,104,114,124
Ophthalmology,Chief of Surgery,West,77,124,926361,1029291,1132219,1235148,5096,5662,6229,6795,114,128,140,152
Surgery (Orthopedics),Staff Physician,National,117,1286,159191,176879,194566,212254,8227,9142,10056,10970,40,45,49,54
Surgery (Orthopedics),Staff Physician,Northeast,149,852,170334,189261,208186,227112,8227,9142,10056,10970,40,45,49,54
Surgery (Orthopedics),Staff Physician,North Central,141,394,151231,168035,184838,201641,8227,9142,10056,10970,40,45,49,54
Surgery (Orthopedics),Staff Physician,South,90,653,154415,171573,188729,205887,8227,9142,10056,10970,40,45,49,54
Surgery (Orthopedics),Staff Physician,West,91,181,175110,194567,214023,233480,8227,9142,10056,10970,40,45,49,54
Surgery (Orthopedics),Program Director,National,56,118,187845,208717,229588,250460,7354,8172,8989,9806,54,61,66,73
Surgery (Orthopedics),Program Director,Northeast,57,128,200995,223328,245659,267992,6832,7592,8351,9110,52,59,64,71
Surgery (Orthopedics),Program Director,North Central,65,109,178453,198281,218109,237937,6092,6769,7446,8123,55,62,68,75
Surgery (Orthopedics),Program Director,South,32,74,182210,202456,222700,242946,6765,7518,8269,9021,44,49,54,59
Surgery (Orthopedics),Program Director,West,38,109,206630,229589,252547,275506,6158,6843,7527,8211,54,61,67,74
Surgery (Orthopedics),Division Chief,National,73,63,203765,226405,249045,271686,5683,6315,6947,7578,51,57,62,69
Surgery (Orthopedics),Division Chief,Northeast,66,155,218028,242254,266478,290704,5555,6173,6790,7407,46,52,56,62
Surgery (Orthopedics),Division Chief,North Central,30,166,193576,215085,236593,258101,6587,7319,8051,8783,54,61,67,74
Surgery (Orthopedics),Division Chief,South,39,197,197652,219613,241573,263535,5673,6304,6934,7564,54,61,66,73
Surgery (Orthopedics),Division Chief,West,31,86,224141,249046,273949,298854,5386,5986,6584,7183,53,60,65,72
Surgery (Orthopedics),Department Chair,National,46,59,222868,247631,272393,297156,4994,5549,6104,6659,45,51,56,61
Surgery (Orthopedics),Department Chair,Northeast,74,134,238468,264965,291460,317957,6012,6681,7349,8017,46,52,57,63
Surgery (Orthopedics),Department Chair,North Central,42,110,211724,235249,258773,282298,6049,6722,7394,8066,51,58,63,69
Surgery (Orthopedics),Department Chair,South,68,107,216182,240202,264221,288241,5950,6612,7273,7934,55,62,68,75
Surgery (Orthopedics),Department Chair,West,33,34,245154,272394,299632,326872,5994,6661,7327,7993,54,60,66,72
Surgery (Orthopedics),Chief of Surgery,National,55,134,230827,256475,282121,307769,5789,6433,7076,7719,52,58,64,70
Surgery (Orthopedics),Chief of Surgery,Northeast,64,71,246985,274428,301870,329313,5949,6610,7271,7932,50,57,62,68
Surgery (Orthopedics),Chief of Surgery,North Central,37,124,219286,243651,268015,292380,6070,6745,7419,8094,51,58,63,70
Surgery (Orthopedics),Chief of Surgery,South,65,187,223902,248781,273657,298536,6550,7279,8007,8735,53,59,65,71
Surgery (Orthopedics),Chief of Surgery,West,65,64,253910,282122,310333,338546,6563,7293,8022,8751,45,51,56,62
Otorhinolaryngology,Staff Physician,National,121,1067,517223,574693,632163,689632,3306,3674,4041,4408,78,87,95,104
Otorhinolaryngology,Staff Physician,Northeast,99,905,553429,614922,676414,737906,3306,3674,4041,4408,78,87,95,104
Otorhinolaryngology,Staff Physician,North Central,140,1220,491362,545959,600555,655150,3306,3674,4041,4408,78,87,95,104
Otorhinolaryngology,Staff Physician,South,132,362,501706,557453,613198,668943,3306,3674,4041,4408,78,87,95,104
Otorhinolaryngology,Staff Physician,West,113,960,568946,632163,695379,758595,3306,3674,4041,4408,78,87,95,104
Otorhinolaryngology,Program Director,National,44,199,610323,678138,745952,813766,2505,2784,3062,3341,93,103,113,124
Otorhinolaryngology,Program Director,Northeast,45,162,653046,725608,798169,870730,2913,3237,3561,3884,104,116,127,139
Otorhinolaryngology,Program Director,North Central,55,175,579807,644231,708655,773078,2780,3090,3399,3707,100,111,122,133
Otorhinolaryngology,Program Director,South,69,74,592014,657794,723574,789353,2162,2403,2643,2883,90,100,109,120
Otorhinolaryngology,Program Director,West,79,169,671356,745952,820547,895143,2048,2276,2504,2731,91,102,111,122
Otorhinolaryngology,Division Chief,National,73,83,662046,735608,809168,882729,2009,2232,2455,2678,108,120,131,144
Otorhinolaryngology,Division Chief,Northeast,56,148,708389,787100,865810,944520,2886,3207,3528,3848,92,103,112,123
Otorhinolaryngology,Division Chief,North Central,71,62,628944,698827,768710,838593,2552,2836,3119,3403,95,106,116,127
Otorhinolaryngology,Division Chief,South,33,99,642184,713540,784893,856247,2716,3018,3319,3621,103,115,126,138
Otorhinolaryngology,Division Chief,West,32,133,728250,809169,890085,971002,2958,3288,3616,3944,107,119,130,142
Otorhinolaryngology,Department Chair,National,65,118,724113,804571,885028,965485,2320,2578,2836,3093,99,110,120,132
Otorhinolaryngology,Department Chair,Northeast,60,110,774801,860891,946980,1033069,2760,3068,3374,3681,95,106,116,127
Otorhinolaryngology,Department Chair,North Central,50,178,687907,764342,840777,917211,2014,2238,2462,2686,97,109,119,130
Otorhinolaryngology,Department Chair,South,70,70,702389,780434,858477,936521,2317,2575,2832,3090,94,105,115,126
Otorhinolaryngology,Department Chair,West,43,32,796524,885028,973531,1062034,2926,3251,3576,3901,92,102,112,122
Otorhinolaryngology,Chief of Surgery,National,62,57,749974,833306,916636,999967,2860,3178,3496,3813,87,97,106,116
Otorhinolaryngology,Chief of Surgery,Northeast,78,161,802472,891637,980801,1069964,2051,2280,2507,2735,90,100,110,120
Otorhinolaryngology,Chief of Surgery,North Central,78,161,712475,791640,870804,949968,2552,2836,3119,3402,95,106,116,127
Otorhinolaryngology,Chief of Surgery,South,51,108,727475,808307,889137,969968,2794,3105,3415,3725,88,98,107,117
Otorhinolaryngology,Chief of Surgery,West,30,44,824971,916636,1008300,1099963,2184,2427,2669,2912,97,108,118,129
Surgery (Plastics),Staff Physician,National,77,1457,324467,360520,396571,432624,7250,8056,8861,9667,51,57,62,68
Surgery (Plastics),Staff Physician,Northeast,130,650,347180,385756,424331,462908,7250,8056,8861,9667,51,57,62,68
Surgery (Plastics),Staff Physician,North Central,80,148,308244,342494,376743,410993,7250,8056,8861,9667,51,57,62,68
Surgery (Plastics),Staff Physician,South,93,1338,314733,349704,384674,419645,7250,8056,8861,9667,51,57,62,68
Surgery (Plastics),Staff Physician,West,79,1467,356914,396572,436228,475886,7250,8056,8861,9667,51,57,62,68
Surgery (Plastics),Program Director,National,38,169,382871,425413,467954,510496,4429,4922,5413,5906,56,63,69,75
Surgery (Plastics),Program Director,Northeast,40,37,409672,455192,500711,546231,5039,5600,6159,6720,64,71,77,85
Surgery (Plastics),Program Director,North Central,48,63,363728,404143,444556,484971,5827,6475,7123,7770,65,72,79,87
Surgery (Plastics),Program Director,South,44,105,371385,412651,453916,495181,4493,4993,5491,5991,66,74,80,88
Surgery (Plastics),Program Director,West,41,84,421159,467955,514750,561546,5237,5820,6401,6984,65,73,79,87
Surgery (Plastics),Division Chief,National,32,188,415318,461465,507611,553759,6239,6933,7625,8319,61,68,74,81
Surgery (Plastics),Division Chief,Northeast,32,103,444391,493768,543144,592522,4755,5284,5812,6341,59,66,72,79
Surgery (Plastics),Division Chief,North Central,69,180,394552,438392,482231,526071,5916,6574,7231,7888,66,74,80,88
Surgery (Plastics),Division Chief,South,53,93,402859,447621,492383,537146,5989,6655,7320,7986,71,79,86,94
Surgery (Plastics),Division Chief,West,67,168,456850,507612,558373,609135,5595,6217,6838,7460,64,72,78,86
Surgery (Plastics),Department Chair,National,33,186,454254,504728,555200,605674,6045,6717,7388,8061,71,79,86,95
Surgery (Plastics),Department Chair,Northeast,49,139,486052,540059,594064,648071,4509,5010,5511,6013,58,64,70,77
Surgery (Plastics),Department Chair,North Central,64,130,431542,479491,527440,575390,4915,5462,6007,6554,61,69,75,82
Surgery (Plastics),Department Chair,South,38,115,440627,489586,538544,587503,6257,6953,7648,8343,66,74,81,89
Surgery (Plastics),Department Chair,West,56,180,499680,555201,610720,666241,4831,5368,5905,6442,58,65,70,77
Surgery (Plastics),Chief of Surgery,National,45,152,470478,522754,575029,627305,5292,5880,6468,7056,68,76,82,90
Surgery (Plastics),Chief of Surgery,Northeast,55,58,503411,559347,615281,671216,5179,5755,6330,6905,62,69,75,83
Surgery (Plastics),Chief of Surgery,North Central,67,168,446954,496616,546277,595939,5088,5654,6219,6784,56,63,68,75
Surgery (Plastics),Chief of Surgery,South,46,63,456363,507071,557778,608486,5546,6162,6778,7395,71,79,86,95
Surgery (Plastics),Chief of Surgery,West,61,49,517526,575029,632532,690035,6115,6795,7474,8154,63,71,77,84
Pulmonology,Staff Physician,National,98,416,487615,541794,595973,650153,10656,11841,13025,14209,63,71,78,85
Pulmonology,Staff Physician,Northeast,146,778,521748,579720,637692,695664,10656,11841,13025,14209,63,71,78,85
Pulmonology,Staff Physician,North Central,51,1017,463234,514704,566175,617645,10656,11841,13025,14209,63,71,78,85
Pulmonology,Staff Physician,South,115,1284,472986,525540,578094,630648,10656,11841,13025,14209,63,71,78,85
Pulmonology,Staff Physician,West,50,982,536376,595973,655571,715168,10656,11841,13025,14209,63,71,78,85
Pulmonology,Program Director,National,67,116,575385,639317,703249,767181,8815,9795,10775,11754,73,82,90,98
Pulmonology,Program Director,Northeast,63,182,615662,684069,752476,820883,7557,8397,9237,10076,79,89,97,106
Pulmonology,Program Director,North Central,71,127,546616,607351,668086,728821,7675,8529,9382,10234,83,93,102,112
Pulmonology,Program Director,South,35,20,558124,620137,682151,744165,6504,7228,7951,8673,84,94,104,113
Pulmonology,Program Director,West,57,181,632924,703249,773574,843899,8997,9998,10998,11998,77,87,95,104
Pulmonology,Division Chief,National,67,172,624147,693496,762846,832196,7230,8034,8838,9641,74,84,92,101
Pulmonology,Division Chief,Northeast,56,198,667837,742041,816245,890450,7281,8091,8900,9709,80,90,99,108
Pulmonology,Division Chief,North Central,73,54,592939,658822,724704,790586,9385,10429,11472,12515,81,91,100,109
Pulmonology,Division Chief,South,69,84,605422,672692,739961,807230,6902,7669,8436,9203,86,97,107,116
Pulmonology,Division Chief,West,56,55,686561,762846,839131,915415,7486,8319,9150,9982,84,94,104,113
Pulmonology,Department Chair,National,33,165,682661,758512,834363,910214,6498,7221,7943,8665,73,82,91,99
Pulmonology,Department Chair,Northeast,54,51,730447,811608,892768,973929,9162,10181,11199,12217,71,80,88,96
Pulmonology,Department Chair,North Central,35,72,648528,720586,792645,864704,7081,7868,8655,9442,79,90,98,107
Pulmonology,Department Chair,South,76,159,662181,735756,809332,882908,7932,8814,9695,10576,70,79,87,95
Pulmonology,Department Chair,West,48,37,750927,834363,917799,1001236,8504,9449,10394,11339,77,87,95,104
Pulmonology,Chief of Surgery,National,47,101,707041,785602,864162,942722,9478,10532,11585,12638,83,93,102,112
Pulmonology,Chief of Surgery,Northeast,43,101,756534,840594,924653,1008713,9005,10006,11007,12008,75,84,93,101
Pulmonology,Chief of Surgery,North Central,53,186,671689,746321,820954,895586,8781,9758,10734,11710,80,90,99,108
Pulmonology,Chief of Surgery,South,62,160,685830,762033,838237,914440,7904,8783,9662,10540,85,96,105,115
Pulmonology,Chief of Surgery,West,61,41,777746,864162,950578,1036994,6902,7669,8436,9203,71,80,88,96
Radiology,Staff Physician,National,77,959,557258,619176,681093,743012,9559,10622,11684,12746,45,50,55,60
Radiology,Staff Physician,Northeast,135,249,596266,662519,728770,795022,9559,10622,11684,12746,45,50,55,60
Radiology,Staff Physician,North Central,98,410,529395,588217,647039,705861,9559,10622,11684,12746,45,50,55,60
Radiology,Staff Physician,South,75,1188,540540,600601,660661,720721,9559,10622,11684,12746,45,50,55,60
Radiology,Staff Physician,West,122,434,612984,681094,749203,817313,9559,10622,11684,12746,45,50,55,60
Radiology,Program Director,National,52,107,657565,730628,803690,876754,7160,7956,8752,9547,56,62,68,74
Radiology,Program Director,Northeast,32,114,703594,781772,859949,938127,6483,7203,7924,8644,55,61,67,74
Radiology,Program Director,North Central,58,165,624686,694097,763506,832916,7349,8167,8983,9800,50,55,61,66
Radiology,Program Director,South,45,44,637838,708709,779580,850451,6410,7123,7835,8547,51,57,63,69
Radiology,Program Director,West,48,166,723321,803691,884059,964429,6614,7349,8084,8819,51,57,63,69
Radiology,Division Chief,National,67,159,713291,792546,871800,951055,6006,6674,7341,8008,50,56,61,67
Radiology,Division Chief,Northeast,64,25,763221,848024,932826,1017629,7703,8560,9415,10271,50,56,62,67
Radiology,Division Chief,North Central,63,54,677626,752918,828210,903502,6429,7143,7858,8572,56,62,69,75
Radiology,Division Chief,South,76,175,691892,768769,845646,922523,6158,6843,7527,8211,61,68,75,82
Radiology,Division Chief,West,57,21,784620,871800,958980,1046161,8191,9101,10011,10921,61,68,74,81
Radiology,Department Chair,National,37,126,780162,866847,953531,1040216,8257,9175,10092,11010,62,69,76,83
Radiology,Department Chair,Northeast,38,91,834773,927526,1020278,1113032,6086,6763,7440,8116,54,60,66,73
Radiology,Department Chair,North Central,66,101,741153,823505,905854,988206,8384,9316,10247,11179,57,64,70,77
Radiology,Department Chair,South,62,27,756757,840842,924925,1009010,7303,8115,8926,9738,60,67,73,80
Radiology,Department Chair,West,33,38,858178,953532,1048884,1144238,8283,9204,10125,11045,53,59,65,71
Radiology,Chief of Surgery,National,72,54,808024,897806,987586,1077367,8390,9323,10256,11188,59,65,72,79
Radiology,Chief of Surgery,Northeast,44,181,864586,960652,1056717,1152783,6475,7196,7915,8635,53,59,65,71
Radiology,Chief of Surgery,North Central,49,143,767623,852915,938206,1023499,6019,6689,7358,8026,56,62,68,75
Radiology,Chief of Surgery,South,48,138,783784,870872,957958,1045046,7949,8833,9716,10599,54,60,66,72
Radiology,Chief of Surgery,West,55,79,888827,987586,1086344,1185104,7242,8047,8852,9657,58,65,72,78
Rheumatology,Staff Physician,National,60,1065,579253,643616,707978,772339,7255,8062,8868,9674,81,90,99,108
Rheumatology,Staff Physician,Northeast,80,727,619801,688669,757536,826403,7255,8062,8868,9674,81,90,99,108
Rheumatology,Staff Physician,North Central,72,792,550291,611435,672579,733722,7255,8062,8868,9674,81,90,99,108
Rheumatology,Staff Physician,South,76,368,561876,624307,686738,749169,7255,8062,8868,9674,81,90,99,108
Rheumatology,Staff Physician,West,144,259,637179,707978,778775,849573,7255,8062,8868,9674,81,90,99,108
Rheumatology,Program Director,National,56,62,683519,759467,835414,911360,5697,6331,6964,7597,102,113,124,136
Rheumatology,Program Director,Northeast,48,51,731366,812630,893893,975155,6288,6987,7686,8384,91,101,111,121
Rheumatology,Program Director,North Central,71,33,649343,721494,793643,865792,4905,5451,5996,6541,103,115,126,138
Rheumatology,Program Director,South,43,74,663014,736683,810351,884019,6289,6989,7688,8387,105,117,129,140
Rheumatology,Program Director,West,71,176,751871,835414,918955,1002496,5459,6066,6672,7279,112,125,137,150
Rheumatology,Division Chief,National,58,22,741445,823829,906211,988594,6410,7123,7835,8547,103,114,126,137
Rheumatology,Division Chief,Northeast,33,193,793346,881497,969646,1057796,4613,5126,5639,6151,94,104,115,125
Rheumatology,Division Chief,North Central,46,151,704372,782637,860901,939164,5608,6232,6855,7478,92,102,113,123
Rheumatology,Division Chief,South,42,121,719201,799114,879025,958936,4655,5173,5690,6207,112,124,137,149
Rheumatology,Division Chief,West,63,81,815589,906211,996833,1087454,6376,7085,7793,8501,89,99,109,119
Rheumatology,Department Chair,National,67,25,810955,901063,991169,1081275,4679,5199,5719,6239,91,101,112,122
Rheumatology,Department Chair,Northeast,66,76,867722,964137,1060551,1156964,5433,6037,6640,7244,110,123,135,147
Rheumatology,Department Chair,North Central,67,105,770407,856009,941610,1027211,4795,5329,5862,6394,97,108,119,130
Rheumatology,Department Chair,South,77,40,786626,874031,961434,1048837,4787,5320,5851,6383,97,108,119,130
Rheumatology,Department Chair,West,33,174,892051,991169,1090286,1189402,5077,5642,6206,6770,110,122,135,147
Rheumatology,Chief of Surgery,National,39,185,839918,933243,1026568,1119892,6444,7161,7877,8593,97,108,119,130
Rheumatology,Chief of Surgery,Northeast,54,58,898712,998570,1098427,1198284,5057,5620,6182,6744,100,111,123,134
Rheumatology,Chief of Surgery,North Central,52,139,797922,886581,975239,1063897,5352,5948,6542,7137,98,109,120,131
Rheumatology,Chief of Surgery,South,53,112,814720,905246,995771,1086295,5240,5823,6405,6988,103,114,125,137
Rheumatology,Chief of Surgery,West,71,151,923910,1026568,1129224,1231881,5816,6463,7109,7755,89,99,109,119
Sports Medicine,Staff Physician,National,138,511,297564,330627,363689,396752,6056,6729,7401,8074,85,95,104,114
Sports Medicine,Staff Physician,Northeast,61,269,318394,353771,389147,424524,6056,6729,7401,8074,85,95,104,114
Sports Medicine,Staff Physician,North Central,118,949,282686,314096,345504,376914,6056,6729,7401,8074,85,95,104,114
Sports Medicine,Staff Physician,South,124,1486,288637,320708,352778,384849,6056,6729,7401,8074,85,95,104,114
Sports Medicine,Staff Physician,West,85,1165,327321,363690,400058,436427,6056,6729,7401,8074,85,95,104,114
Sports Medicine,Program Director,National,33,121,351126,390140,429153,468167,5039,5599,6158,6719,112,126,137,151
Sports Medicine,Program Director,Northeast,39,190,375705,417450,459194,500939,4547,5052,5557,6062,102,114,125,137
Sports Medicine,Program Director,North Central,40,161,333570,370633,407695,444759,4344,4827,5309,5792,97,109,119,131
Sports Medicine,Program Director,South,32,35,340592,378436,416278,454122,3904,4338,4771,5205,94,105,115,127
Sports Medicine,Program Director,West,45,42,386238,429154,472068,514984,4688,5209,5729,6250,102,114,124,136
Sports Medicine,Division Chief,National,61,92,380882,423203,465522,507842,4010,4456,4901,5347,104,116,128,140
Sports Medicine,Division Chief,Northeast,51,169,407544,452827,498109,543391,4013,4459,4904,5350,96,108,118,129
Sports Medicine,Division Chief,North Central,43,81,361838,402043,442246,482450,3912,4347,4781,5216,118,132,145,159
Sports Medicine,Division Chief,South,69,38,369456,410507,451556,492607,4650,5167,5683,6200,95,106,116,127
Sports Medicine,Division Chief,West,73,171,418971,465523,512074,558627,4313,4792,5270,5750,105,117,128,141
Sports Medicine,Department Chair,National,56,81,416590,462878,509165,555453,4886,5429,5971,6514,109,122,133,146
Sports Medicine,Department Chair,Northeast,51,33,445751,495280,544806,594334,4442,4935,5428,5922,117,131,144,157
Sports Medicine,Department Chair,North Central,38,127,395761,439734,483706,527680,4667,5186,5704,6222,116,130,142,156
Sports Medicine,Department Chair,South,78,42,404092,448992,493890,538789,4658,5175,5692,6210,102,114,125,137
Sports Medicine,Department Chair,West,50,63,458249,509166,560081,610998,4667,5186,5704,6223,118,132,145,159
Sports Medicine,Chief of Surgery,National,34,173,431468,479409,527349,575290,3749,4166,4582,4999,105,117,128,141
Sports Medicine,Chief of Surgery,Northeast,74,146,461671,512968,564264,615561,5246,5829,6412,6995,105,118,129,141
Sports Medicine,Chief of Surgery,North Central,38,182,409895,455439,500982,546526,4980,5533,6086,6640,112,125,137,150
Sports Medicine,Chief of Surgery,South,45,142,418524,465027,511529,558032,3913,4348,4782,5217,108,120,132,145
Sports Medicine,Chief of Surgery,West,32,100,474615,527350,580084,632819,4806,5340,5874,6408,117,131,144,158
Surgery (General),Staff Physician,National,76,1203,453591,503991,554389,604789,7959,8844,9728,10612,74,83,91,99
Surgery (General),Staff Physician,Northeast,124,769,485343,539270,593196,647124,7959,8844,9728,10612,74,83,91,99
Surgery (General),Staff Physician,North Central,141,990,430912,478791,526670,574549,7959,8844,9728,10612,74,83,91,99
Surgery (General),Staff Physician,South,95,378,439983,488871,537757,586645,7959,8844,9728,10612,74,83,91,99
Surgery (General),Staff Physician,West,145,1083,498950,554390,609828,665267,7959,8844,9728,10612,74,83,91,99
Surgery (General),Program Director,National,31,176,535238,594709,654179,713651,4820,5356,5891,6427,97,109,119,130
Surgery (General),Program Director,Northeast,42,84,572704,636339,699972,763606,7150,7945,8739,9533,81,91,100,109
Surgery (General),Program Director,North Central,78,83,508476,564974,621470,677968,5217,5797,6377,6956,102,115,126,137
Surgery (General),Program Director,South,63,127,519181,576868,634554,692241,6504,7228,7950,8673,86,97,106,115
Surgery (General),Program Director,West,43,80,588762,654180,719597,785016,6401,7113,7824,8535,92,104,114,124
Surgery (General),Division Chief,National,62,29,580597,645108,709618,774129,7075,7862,8648,9434,94,106,116,126
Surgery (General),Division Chief,Northeast,66,167,621239,690266,759291,828319,6373,7082,7790,8498,91,102,112,122
Surgery (General),Division Chief,North Central,61,146,551567,612853,674137,735423,5768,6409,7050,7691,100,112,123,133
Surgery (General),Division Chief,South,67,111,563179,625755,688330,750906,5698,6331,6964,7597,91,102,112,122
Surgery (General),Division Chief,West,43,65,638657,709619,780580,851542,7125,7917,8708,9500,99,111,122,132
Surgery (General),Department Chair,National,49,186,635028,705587,776145,846704,5972,6636,7300,7963,96,108,119,129
Surgery (General),Department Chair,Northeast,37,37,679480,754978,830475,905973,5760,6401,7041,7681,86,97,106,115
Surgery (General),Department Chair,North Central,67,82,603277,670308,737338,804369,5969,6633,7296,7959,97,109,119,130
Surgery (General),Department Chair,South,66,59,615977,684419,752861,821303,6482,7202,7922,8642,88,99,108,118
Surgery (General),Department Chair,West,47,126,698531,776146,853759,931375,5530,6145,6759,7374,99,111,122,133
Surgery (General),Chief of Surgery,National,36,116,657708,730787,803864,876944,4884,5427,5969,6512,87,97,107,116
Surgery (General),Chief of Surgery,Northeast,32,50,703747,781942,860135,938330,6735,7484,8232,8980,103,115,126,137
Surgery (General),Chief of Surgery,North Central,72,129,624822,694247,763671,833096,5127,5697,6266,6836,94,106,116,126
Surgery (General),Chief of Surgery,South,48,40,637976,708863,779748,850635,6527,7253,7978,8703,83,93,103,112
Surgery (General),Chief of Surgery,West,63,70,723478,803865,884251,964638,6000,6667,7334,8000,88,99,108,118
Urgent Care,Staff Physician,National,146,176,414953,461059,507165,553271,5396,5996,6595,7195,40,45,49,54
Urgent Care,Staff Physician,Northeast,124,965,444000,493333,542666,592000,5396,5996,6595,7195,40,45,49,54
Urgent Care,Staff Physician,North Central,88,501,394205,438006,481806,525607,5396,5996,6595,7195,40,45,49,54
Urgent Care,Staff Physician,South,118,240,402504,447227,491950,536673,5396,5996,6595,7195,40,45,49,54
Urgent Care,Staff Physician,West,71,158,456448,507165,557881,608598,5396,5996,6595,7195,40,45,49,54
Urgent Care,Program Director,National,74,41,489644,544050,598454,652860,4431,4923,5415,5908,48,54,58,64
Urgent Care,Program Director,Northeast,71,64,523920,582133,640346,698560,3328,3698,4067,4437,52,59,64,71
Urgent Care,Program Director,North Central,30,46,465162,516847,568532,620217,3584,3983,4381,4779,44,49,54,59
Urgent Care,Program Director,South,53,93,474955,527728,580501,633274,3321,3690,4059,4428,45,51,55,61
Urgent Care,Program Director,West,73,147,538609,598455,658300,718146,3533,3926,4318,4711,49,55,60,66
Urgent Care,Division Chief,National,61,69,531140,590156,649171,708187,4448,4943,5437,5931,51,57,62,68
Urgent Care,Division Chief,Northeast,54,197,568320,631467,694613,757760,4273,4748,5222,5697,44,50,54,60
Urgent Care,Division Chief,North Central,33,146,504583,560648,616712,672778,3298,3665,4031,4398,46,52,57,63
