specialty,provider_type,geographic_region,n_orgs,n_incumbents,tcc_p25,tcc_p50,tcc_p75,tcc_p90,wrvu_p25,wrvu_p50,wrvu_p75,wrvu_p90,cf_p25,cf_p50,cf_p75,cf_p90
Neurology,Staff Physician,South,85,789,499085,554540,609994,665448,2217,2464,2710,2956,84,94,103,112
Neurology,Staff Physician,West,126,209,565973,628860,691746,754631,2217,2464,2710,2956,84,94,103,112
Neurology,Program Director,National,38,59,607134,674595,742054,809514,1604,1783,1961,2139,117,131,143,156
Neurology,Program Director,Northeast,43,168,649634,721817,793998,866180,1614,1794,1973,2152,104,116,127,139
Neurology,Program Director,North Central,47,158,576778,640865,704952,769038,1817,2020,2222,2423,97,108,118,129
Neurology,Program Director,South,60,189,588920,654357,719793,785228,1655,1839,2023,2206,112,126,138,150
Neurology,Program Director,West,59,192,667848,742054,816260,890465,1580,1756,1931,2106,95,106,116,127
Neurology,Division Chief,National,49,52,658586,731764,804940,878117,1971,2190,2409,2628,107,119,131,142
Neurology,Division Chief,Northeast,75,120,704687,782987,861286,939585,1654,1838,2022,2205,102,114,125,136
Neurology,Division Chief,North Central,66,84,625657,695176,764693,834211,1883,2093,2302,2511,114,128,140,152
Neurology,Division Chief,South,31,191,638829,709811,780792,851773,1498,1665,1831,1997,116,129,142,154
Neurology,Division Chief,West,73,91,724445,804940,885434,965928,1987,2208,2429,2649,101,113,124,134
Neurology,Department Chair,National,46,23,720329,800367,880404,960440,1341,1490,1639,1788,94,106,116,126
Neurology,Department Chair,Northeast,62,134,770752,856393,942032,1027671,1841,2046,2251,2455,96,107,118,128
Neurology,Department Chair,North Central,58,78,684312,760349,836383,912418,1349,1499,1649,1799,103,116,127,138
Neurology,Department Chair,South,47,170,698719,776356,853991,931627,1772,1970,2167,2363,109,122,134,146
Neurology,Department Chair,West,32,118,792362,880404,968444,1056484,1334,1483,1631,1779,105,117,129,140
Neurology,Chief of Surgery,National,56,187,746055,828951,911847,994742,1605,1784,1962,2141,95,106,116,126
Neurology,Chief of Surgery,Northeast,68,112,798279,886978,975676,1064373,1741,1936,2129,2322,111,125,137,149
Neurology,Chief of Surgery,North Central,71,129,708752,787504,866254,945004,1976,2197,2416,2635,115,129,142,154
Neurology,Chief of Surgery,South,49,188,723673,804083,884491,964899,1875,2084,2292,2500,112,125,138,150
Neurology,Chief of Surgery,West,30,32,820660,911847,1003031,1094216,1990,2212,2433,2654,101,113,124,134
Neurological Surgery,Staff Physician,National,149,829,268471,298302,328132,357962,8301,9224,10146,11068,82,92,101,110
Neurological Surgery,Staff Physician,Northeast,50,592,287263,319183,351101,383019,8301,9224,10146,11068,82,92,101,110
Neurological Surgery,Staff Physician,North Central,110,1164,255047,283386,311725,340063,8301,9224,10146,11068,82,92,101,110
Neurological Surgery,Staff Physician,South,122,390,260416,289352,318288,347223,8301,9224,10146,11068,82,92,101,110
Neurological Surgery,Staff Physician,West,114,701,295318,328132,360945,393758,8301,9224,10146,11068,82,92,101,110
Neurological Surgery,Program Director,National,38,114,316795,351996,387195,422395,5079,5643,6208,6772,93,104,114,125
Neurological Surgery,Program Director,Northeast,73,32,338971,376636,414299,451962,7346,8163,8979,9795,99,111,122,133
Neurological Surgery,Program Director,North Central,73,83,300955,334396,367835,401275,6164,6849,7534,8219,99,111,122,133
Neurological Surgery,Program Director,South,46,101,307291,341436,375579,409723,5970,6634,7297,7960,98,110,121,131
Neurological Surgery,Program Director,West,43,143,348475,387195,425915,464634,5699,6333,6966,7599,107,120,131,143
Neurological Surgery,Division Chief,National,66,29,343642,381826,420008,458191,5077,5642,6206,6770,97,109,119,130
Neurological Surgery,Division Chief,Northeast,56,23,367697,408554,449409,490264,6174,6860,7546,8232,100,113,124,135
Neurological Surgery,Division Chief,North Central,53,23,326460,362735,399008,435281,5438,6043,6647,7251,113,127,140,152
Neurological Surgery,Division Chief,South,73,97,333333,370371,407408,444445,6583,7315,8046,8778,105,118,129,141
Neurological Surgery,Division Chief,West,55,47,378007,420009,462009,504010,6747,7497,8247,8996,101,113,125,136
Neurological Surgery,Department Chair,National,58,71,375859,417622,459384,501146,6770,7523,8275,9027,95,107,117,128
Neurological Surgery,Department Chair,Northeast,31,180,402169,446856,491541,536227,6578,7309,8040,8771,112,125,138,150
Neurological Surgery,Department Chair,North Central,72,70,357066,396741,436415,476089,5430,6034,6637,7240,114,128,140,153
Neurological Surgery,Department Chair,South,61,106,364583,405094,445603,486112,7444,8272,9099,9926,107,120,132,144
Neurological Surgery,Department Chair,West,79,95,413445,459385,505323,551261,5773,6415,7056,7697,113,127,139,152
Neurological Surgery,Chief of Surgery,National,64,199,389282,432537,475791,519044,5327,5919,6511,7103,99,112,123,134
Neurological Surgery,Chief of Surgery,Northeast,33,36,416532,462815,509096,555378,6042,6714,7385,8056,97,109,120,130
Neurological Surgery,Chief of Surgery,North Central,32,122,369818,410911,452001,493092,7373,8193,9012,9831,101,113,124,135
Neurological Surgery,Chief of Surgery,South,37,129,377604,419561,461517,503473,6036,6707,7377,8048,103,115,126,138
Neurological Surgery,Chief of Surgery,West,43,113,428211,475791,523370,570949,7127,7919,8711,9502,100,113,124,135
Ophthalmology,Staff Physician,National,134,1381,471284,523649,576013,628378,8857,9842,10826,11810,38,43,47,51
Ophthalmology,Staff Physician,Northeast,91,349,504273,560304,616333,672364,8857,9842,10826,11810,38,43,47,51
Ophthalmology,Staff Physician,North Central,124,1493,447719,497466,547212,596959,8857,9842,10826,11810,38,43,47,51
Ophthalmology,Staff Physician,South,91,1217,457145,507939,558732,609526,8857,9842,10826,11810,38,43,47,51
Ophthalmology,Staff Physician,West,131,618,518412,576013,633614,691215,8857,9842,10826,11810,38,43,47,51
Ophthalmology,Program Director,National,42,22,556115,617905,679695,741486,7097,7887,8675,9464,44,50,54,59
Ophthalmology,Program Director,Northeast,70,50,595043,661159,727274,793390,6381,7091,7800,8509,50,57,62,67
Ophthalmology,Program Director,North Central,59,151,528309,587010,645710,704411,7629,8477,9325,10173,43,49,53,58
Ophthalmology,Program Director,South,53,134,539431,599368,659304,719241,5737,6376,7013,7651,44,50,54,59
Ophthalmology,Program Director,West,47,174,611726,679696,747664,815634,7899,8777,9655,10532,48,55,60,65
Ophthalmology,Division Chief,National,70,125,603243,670270,737296,804323,6829,7589,8348,9106,44,50,55,59
Ophthalmology,Division Chief,Northeast,71,59,645470,717189,788907,860626,6346,7052,7757,8462,42,48,53,57
Ophthalmology,Division Chief,North Central,31,87,573081,636757,700431,764107,6320,7022,7725,8427,45,51,55,60
Ophthalmology,Division Chief,South,73,100,585146,650162,715177,780194,7259,8066,8873,9680,43,48,53,57
Ophthalmology,Division Chief,West,48,191,663567,737297,811026,884756,5855,6506,7156,7807,46,52,57,62
Ophthalmology,Department Chair,National,71,35,659797,733108,806418,879729,7721,8579,9437,10295,45,51,56,60
Ophthalmology,Department Chair,Northeast,42,38,705983,784426,862867,941310,6530,7256,7982,8707,43,48,53,57
Ophthalmology,Department Chair,North Central,52,154,626807,696453,766097,835742,6605,7339,8073,8807,47,53,58,63
Ophthalmology,Department Chair,South,46,98,640003,711115,782225,853337,6754,7506,8256,9006,44,50,54,59
Ophthalmology,Department Chair,West,53,68,725777,806419,887060,967702,7327,8142,8956,9770,48,54,60,65
Ophthalmology,Chief of Surgery,National,45,21,683361,759291,835218,911148,6040,6712,7383,8054,50,57,62,67
Ophthalmology,Chief of Surgery,Northeast,32,142,731197,812441,893684,974928,6302,7003,7703,8404,47,53,58,63
Ophthalmology,Chief of Surgery,North Central,60,128,649193,721326,793457,865590,6655,7395,8134,8874,44,50,54,59
Ophthalmology,Chief of Surgery,South,30,115,662860,736512,810162,883813,5442,6048,6652,7257,42,47,52,56
Ophthalmology,Chief of Surgery,West,58,197,751697,835220,918740,1002262,7600,8445,9289,10134,46,52,57,61
Orthopedic Surgery,Staff Physician,National,93,1048,403360,448178,492995,537813,6723,7471,8218,8965,61,68,74,81
Orthopedic Surgery,Staff Physician,Northeast,53,1418,431595,479550,527504,575459,6723,7471,8218,8965,61,68,74,81
Orthopedic Surgery,Staff Physician,North Central,58,703,383192,425769,468345,510922,6723,7471,8218,8965,61,68,74,81
Orthopedic Surgery,Staff Physician,South,73,331,391259,434732,478205,521678,6723,7471,8218,8965,61,68,74,81
Orthopedic Surgery,Staff Physician,West,108,720,443696,492995,542294,591594,6723,7471,8218,8965,61,68,74,81
Orthopedic Surgery,Program Director,National,46,61,475964,528850,581734,634619,5471,6079,6687,7295,67,74,81,89
Orthopedic Surgery,Program Director,Northeast,52,87,509282,565869,622455,679042,6008,6676,7344,8011,77,86,94,103
Orthopedic Surgery,Program Director,North Central,37,102,452166,502407,552647,602888,4434,4927,5420,5912,68,75,82,90
Orthopedic Surgery,Program Director,South,77,180,461685,512984,564282,615580,5410,6012,6613,7214,81,90,98,107
Orthopedic Surgery,Program Director,West,48,77,523561,581735,639907,698081,5636,6263,6889,7516,78,87,94,103
Orthopedic Surgery,Division Chief,National,67,91,516300,573667,631033,688400,5039,5599,6159,6719,73,81,88,97
Orthopedic Surgery,Division Chief,Northeast,46,29,552441,613824,675205,736588,4088,4543,4997,5451,74,83,90,99
Orthopedic Surgery,Division Chief,North Central,51,197,490485,544984,599481,653980,5833,6482,7131,7779,82,92,100,110
Orthopedic Surgery,Division Chief,South,72,121,500811,556457,612102,667748,5073,5637,6201,6765,69,77,84,92
Orthopedic Surgery,Division Chief,West,72,152,567930,631034,694136,757240,5584,6205,6826,7446,79,88,95,105
Orthopedic Surgery,Department Chair,National,47,21,564704,627449,690193,752938,5242,5826,6408,6991,68,76,83,91
Orthopedic Surgery,Department Chair,Northeast,49,61,604233,671370,738506,805643,4634,5149,5664,6179,74,83,90,99
Orthopedic Surgery,Department Chair,North Central,37,152,536468,596076,655683,715291,5019,5577,6135,6692,69,77,84,92
Orthopedic Surgery,Department Chair,South,64,47,547762,608625,669487,730350,5101,5669,6235,6802,70,78,85,93
Orthopedic Surgery,Department Chair,West,76,136,621174,690194,759212,828232,4309,4789,5268,5746,72,81,88,96
Orthopedic Surgery,Chief of Surgery,National,46,88,584872,649858,714842,779828,4854,5394,5934,6473,76,84,92,101
Orthopedic Surgery,Chief of Surgery,Northeast,41,143,625813,695348,764881,834416,4230,4700,5170,5640,84,94,102,112
Orthopedic Surgery,Chief of Surgery,North Central,46,193,555628,617365,679100,740837,4595,5106,5616,6127,70,78,85,93
Orthopedic Surgery,Chief of Surgery,South,51,113,567325,630362,693397,756433,6038,6709,7380,8051,68,75,82,90
Orthopedic Surgery,Chief of Surgery,West,52,38,643359,714843,786327,857811,5646,6275,6902,7529,82,92,100,109
Otolaryngology,Staff Physician,National,138,300,609658,677398,745137,812877,3483,3870,4257,4644,65,73,80,87
Otolaryngology,Staff Physician,Northeast,68,427,652334,724815,797296,869778,3483,3870,4257,4644,65,73,80,87
Otolaryngology,Staff Physician,North Central,70,1060,579175,643528,707880,772233,3483,3870,4257,4644,65,73,80,87
Otolaryngology,Staff Physician,South,87,119,591368,657076,722782,788490,3483,3870,4257,4644,65,73,80,87
Otolaryngology,Staff Physician,West,52,1323,670623,745137,819650,894164,3483,3870,4257,4644,65,73,80,87
Otolaryngology,Program Director,National,49,95,719396,799329,879261,959194,2908,3231,3554,3878,73,82,90,98
Otolaryngology,Program Director,Northeast,47,139,769754,855282,940809,1026338,2250,2500,2750,3000,89,100,110,120
Otolaryngology,Program Director,North Central,66,32,683426,759363,835298,911235,2105,2339,2573,2807,77,86,94,103
Otolaryngology,Program Director,South,37,155,697814,775349,852883,930419,2411,2678,2946,3214,85,96,105,115
Otolaryngology,Program Director,West,31,38,791336,879262,967187,1055114,2319,2576,2834,3092,90,101,111,121
Otolaryngology,Division Chief,National,77,32,780362,867069,953775,1040482,2926,3252,3577,3902,89,100,110,119
Otolaryngology,Division Chief,Northeast,54,36,834987,927764,1020539,1113316,2364,2627,2890,3152,72,81,89,97
Otolaryngology,Division Chief,North Central,61,177,741344,823715,906086,988458,2387,2652,2917,3182,77,86,94,103
Otolaryngology,Division Chief,South,52,25,756951,841057,925162,1009268,2530,2811,3092,3373,89,100,110,119
Otolaryngology,Division Chief,West,77,80,858398,953776,1049152,1144530,2658,2953,3248,3544,82,92,101,110
Otolaryngology,Department Chair,National,45,149,853521,948357,1043191,1138027,2152,2391,2630,2869,89,100,110,119
Otolaryngology,Department Chair,Northeast,41,193,913267,1014742,1116215,1217689,2936,3262,3589,3915,87,98,107,116
Otolaryngology,Department Chair,North Central,40,141,810845,900939,991032,1081126,2791,3101,3412,3722,77,87,95,104
Otolaryngology,Department Chair,South,43,64,827915,919906,1011896,1103886,2893,3214,3536,3857,88,98,108,117
Otolaryngology,Department Chair,West,75,139,938873,1043192,1147510,1251830,2657,2952,3247,3543,81,91,100,109
Otolaryngology,Chief of Surgery,National,68,103,884004,982227,1080448,1178671,2558,2842,3126,3410,81,91,100,109
Otolaryngology,Chief of Surgery,Northeast,77,168,945884,1050982,1156080,1261178,2562,2847,3132,3417,80,89,98,107
Otolaryngology,Chief of Surgery,North Central,51,26,839803,933115,1026426,1119738,2784,3093,3402,3712,81,91,99,108
Otolaryngology,Chief of Surgery,South,34,26,857483,952760,1048035,1143311,2898,3220,3542,3865,84,95,104,113
Otolaryngology,Chief of Surgery,West,73,117,972404,1080449,1188493,1296538,2274,2527,2780,3033,84,94,103,113
Plastic and Reconstructive Surgery,Staff Physician,National,124,106,421448,468276,515103,561931,9787,10875,11962,13050,53,59,64,70
Plastic and Reconstructive Surgery,Staff Physician,Northeast,87,1385,450949,501055,551160,601266,9787,10875,11962,13050,53,59,64,70
Plastic and Reconstructive Surgery,Staff Physician,North Central,147,1062,400375,444862,489347,533834,9787,10875,11962,13050,53,59,64,70
Plastic and Reconstructive Surgery,Staff Physician,South,108,145,408804,454227,499649,545073,9787,10875,11962,13050,53,59,64,70
Plastic and Reconstructive Surgery,Staff Physician,West,126,730,463592,515103,566613,618124,9787,10875,11962,13050,53,59,64,70
Plastic and Reconstructive Surgery,Program Director,National,50,151,497308,552565,607821,663078,5937,6597,7256,7916,69,77,84,92
Plastic and Reconstructive Surgery,Program Director,Northeast,39,160,532120,591245,650369,709494,8755,9729,10701,11675,71,79,86,94
Plastic and Reconstructive Surgery,Program Director,North Central,69,30,472443,524937,577430,629924,7134,7927,8719,9512,62,69,75,82
Plastic and Reconstructive Surgery,Program Director,South,61,43,482389,535988,589586,643186,7676,8529,9381,10235,72,81,88,96
Plastic and Reconstructive Surgery,Program Director,West,63,35,547039,607822,668603,729386,7937,8819,9701,10583,71,79,86,94
Plastic and Reconstructive Surgery,Division Chief,National,49,50,539453,599393,659331,719271,8437,9375,10312,11250,60,66,72,79
Plastic and Reconstructive Surgery,Division Chief,Northeast,50,156,577215,641350,705485,769620,8651,9613,10574,11535,61,68,73,80
Plastic and Reconstructive Surgery,Division Chief,North Central,67,115,512480,569423,626365,683308,8785,9761,10737,11714,60,66,72,79
Plastic and Reconstructive Surgery,Division Chief,South,59,137,523269,581411,639551,697693,6094,6772,7448,8126,65,73,79,86
Plastic and Reconstructive Surgery,Division Chief,West,79,101,593398,659332,725265,791198,8400,9334,10267,11200,61,68,73,80
Plastic and Reconstructive Surgery,Department Chair,National,44,125,590027,655586,721144,786703,7237,8042,8845,9650,67,75,81,89
Plastic and Reconstructive Surgery,Department Chair,Northeast,77,119,631329,701477,771624,841772,7765,8628,9490,10354,58,65,70,77
Plastic and Reconstructive Surgery,Department Chair,North Central,64,38,560525,622807,685086,747368,7518,8354,9189,10025,72,80,87,95
Plastic and Reconstructive Surgery,Department Chair,South,66,125,572326,635918,699509,763102,7161,7958,8753,9549,73,81,88,96
Plastic and Reconstructive Surgery,Department Chair,West,35,117,649029,721145,793258,865373,6830,7589,8348,9107,69,77,83,91
Plastic and Reconstructive Surgery,Chief of Surgery,National,43,45,611099,679000,746899,814799,5976,6640,7304,7969,63,70,76,83
Plastic and Reconstructive Surgery,Chief of Surgery,Northeast,47,114,653876,726530,799182,871835,8221,9135,10048,10962,58,65,70,77
Plastic and Reconstructive Surgery,Chief of Surgery,North Central,78,172,580544,645050,709554,774059,8338,9265,10192,11119,59,66,72,79
Plastic and Reconstructive Surgery,Chief of Surgery,South,62,139,592766,658630,724492,790355,5948,6610,7270,7932,73,81,88,97
Plastic and Reconstructive Surgery,Chief of Surgery,West,45,46,672209,746900,821589,896279,7471,8301,9131,9961,64,71,78,85
Pulmonology,Staff Physician,National,54,764,535516,595018,654519,714021,7047,7831,8614,9397,37,42,46,50
Pulmonology,Staff Physician,Northeast,99,1222,573002,636669,700335,764002,7047,7831,8614,9397,37,42,46,50
Pulmonology,Staff Physician,North Central,53,1242,508740,565267,621793,678319,7047,7831,8614,9397,37,42,46,50
Pulmonology,Staff Physician,South,69,983,519450,577167,634883,692600,7047,7831,8614,9397,37,42,46,50
Pulmonology,Staff Physician,West,120,359,589067,654519,719970,785423,7047,7831,8614,9397,37,42,46,50
Pulmonology,Program Director,National,49,195,631908,702121,772332,842544,4743,5271,5798,6325,41,46,50,55
Pulmonology,Program Director,Northeast,71,195,676142,751269,826395,901522,5679,6311,6942,7573,48,55,60,65
Pulmonology,Program Director,North Central,37,30,600313,667015,733715,800417,5103,5671,6238,6805,40,46,50,55
Pulmonology,Program Director,South,46,60,612951,681057,749162,817268,4927,5475,6022,6570,43,49,53,58
Pulmonology,Program Director,West,73,146,695099,772333,849565,926799,5170,5745,6320,6895,51,58,63,69
Pulmonology,Division Chief,National,44,135,685460,761623,837784,913946,4544,5050,5554,6059,49,56,61,67
Pulmonology,Division Chief,Northeast,38,55,733442,814936,896429,977923,4446,4940,5434,5928,51,58,64,69
Pulmonology,Division Chief,North Central,43,142,651187,723541,795895,868249,4895,5439,5983,6527,42,48,53,57
Pulmonology,Division Chief,South,58,146,664896,738774,812650,886528,5988,6655,7320,7985,49,56,61,67
Pulmonology,Division Chief,West,49,79,754006,837785,921562,1005341,5508,6121,6733,7345,42,48,52,57
Pulmonology,Department Chair,National,42,64,749722,833025,916326,999629,5250,5834,6417,7001,50,57,63,68
Pulmonology,Department Chair,Northeast,61,54,802202,891336,980469,1069603,5107,5676,6243,6811,44,50,55,60
Pulmonology,Department Chair,North Central,56,147,712236,791373,870510,949647,4457,4953,5449,5944,50,57,62,68
Pulmonology,Department Chair,South,55,45,727230,808034,888836,969640,5247,5831,6414,6997,48,55,60,65
Pulmonology,Department Chair,West,72,180,824694,916327,1007959,1099592,5367,5965,6561,7157,40,46,50,55
Pulmonology,Chief of Surgery,National,64,122,776498,862776,949052,1035330,5455,6062,6668,7274,50,57,62,68
Pulmonology,Chief of Surgery,Northeast,52,162,830853,923170,1015486,1107803,5911,6568,7225,7882,43,49,54,58
Pulmonology,Chief of Surgery,North Central,60,85,737673,819637,901599,983563,5717,6354,6989,7624,41,46,51,55
Pulmonology,Chief of Surgery,South,47,27,753203,836892,920580,1004270,5824,6472,7120,7767,44,50,54,59
Pulmonology,Chief of Surgery,West,53,180,854148,949053,1043957,1138863,5230,5812,6394,6975,44,50,54,59
Radiology,Staff Physician,National,93,488,224710,249678,274645,299613,5819,6466,7112,7759,63,70,77,84
Radiology,Staff Physician,Northeast,116,958,240439,267155,293870,320585,5819,6466,7112,7759,63,70,77,84
Radiology,Staff Physician,North Central,66,110,213474,237194,260912,284632,5819,6466,7112,7759,63,70,77,84
Radiology,Staff Physician,South,138,822,217968,242187,266405,290624,5819,6466,7112,7759,63,70,77,84
Radiology,Staff Physician,West,118,182,247181,274645,302109,329574,5819,6466,7112,7759,63,70,77,84
Radiology,Program Director,National,56,142,265157,294620,324081,353543,3693,4103,4513,4924,72,80,88,96
Radiology,Program Director,Northeast,67,107,283718,315243,346766,378291,4044,4494,4943,5393,80,89,98,106
Radiology,Program Director,North Central,37,66,251899,279889,307877,335866,3836,4262,4688,5114,82,92,101,110
Radiology,Program Director,South,58,21,257203,285781,314358,342937,3606,4007,4407,4808,86,95,105,115
Radiology,Program Director,West,40,24,291673,324082,356489,388897,4981,5535,6088,6642,75,83,92,100
Radiology,Division Chief,National,55,57,287628,319587,351545,383504,4006,4452,4897,5342,74,83,91,99
Radiology,Division Chief,Northeast,34,182,307762,341958,376153,410349,3667,4075,4482,4890,83,92,101,111
Radiology,Division Chief,North Central,44,21,273247,303608,333968,364329,3720,4133,4546,4960,84,94,103,113
Radiology,Division Chief,South,66,153,278999,310000,340999,371999,4363,4849,5333,5818,78,87,96,104
Radiology,Division Chief,West,65,24,316391,351546,386700,421855,5027,5586,6144,6703,85,95,104,114
Radiology,Department Chair,National,79,97,314594,349549,384503,419458,5002,5558,6113,6669,72,80,88,96
Radiology,Department Chair,Northeast,71,170,336615,374017,411418,448820,5188,5765,6341,6918,79,87,96,105
Radiology,Department Chair,North Central,53,150,298864,332071,365277,398485,5196,5774,6351,6928,80,89,98,107
Radiology,Department Chair,South,50,198,305156,339062,372967,406874,4991,5546,6100,6655,81,90,99,108
Radiology,Department Chair,West,52,187,346053,384504,422953,461404,3719,4133,4546,4959,77,86,94,103
Radiology,Chief of Surgery,National,41,22,325829,362033,398235,434438,3635,4039,4442,4847,84,93,102,112
Radiology,Chief of Surgery,Northeast,49,185,348637,387375,426111,464849,4722,5247,5772,6297,70,77,85,93
Radiology,Chief of Surgery,North Central,62,196,309538,343931,378323,412716,4891,5435,5978,6522,87,96,106,116
Radiology,Chief of Surgery,South,52,130,316054,351172,386288,421405,3994,4438,4882,5326,86,96,106,115
Radiology,Chief of Surgery,West,43,168,358412,398236,438058,477882,3839,4266,4693,5119,82,92,101,110
Rheumatology,Staff Physician,National,65,285,584649,649610,714571,779532,6211,6902,7592,8282,77,86,94,103
Rheumatology,Staff Physician,Northeast,68,895,625574,695082,764590,834099,6211,6902,7592,8282,77,86,94,103
Rheumatology,Staff Physician,North Central,84,996,555416,617129,678842,740555,6211,6902,7592,8282,77,86,94,103
Rheumatology,Staff Physician,South,119,1322,567109,630121,693133,756146,6211,6902,7592,8282,77,86,94,103
Rheumatology,Staff Physician,West,66,1455,643113,714571,786028,857485,6211,6902,7592,8282,77,86,94,103
Rheumatology,Program Director,National,44,75,689885,766539,843193,919847,5444,6050,6655,7259,104,116,127,139
Rheumatology,Program Director,Northeast,70,128,738177,820197,902217,984237,4386,4874,5361,5848,104,117,128,140
Rheumatology,Program Director,North Central,75,23,655391,728212,801034,873855,4859,5400,5940,6479,105,118,129,141
Rheumatology,Program Director,South,76,191,669189,743543,817897,892252,5362,5959,6555,7150,94,105,115,126
Rheumatology,Program Director,West,71,32,758874,843193,927513,1011832,3737,4153,4568,4983,95,106,116,127
Rheumatology,Division Chief,National,70,57,748350,831500,914650,997800,4145,4606,5066,5527,85,94,103,113
Rheumatology,Division Chief,Northeast,61,123,800735,889705,978676,1067647,5508,6120,6732,7344,86,96,105,115
Rheumatology,Division Chief,North Central,62,112,710933,789925,868918,947910,4462,4958,5454,5950,94,105,115,126
Rheumatology,Division Chief,South,39,122,725900,806555,887211,967866,5586,6208,6829,7449,88,98,108,118
Rheumatology,Division Chief,West,59,43,823185,914650,1006115,1097581,3915,4350,4785,5220,98,110,120,131
Rheumatology,Department Chair,National,55,79,818508,909454,1000399,1091344,5565,6184,6803,7421,92,103,113,124
Rheumatology,Department Chair,Northeast,68,58,875804,973115,1070427,1167738,3794,4216,4637,5059,88,99,108,119
Rheumatology,Department Chair,North Central,53,197,777583,863981,950379,1036777,4252,4725,5198,5670,93,104,114,125
Rheumatology,Department Chair,South,73,98,793953,882170,970387,1058604,4662,5180,5698,6216,99,111,121,133
Rheumatology,Department Chair,West,59,150,900359,1000399,1100439,1200479,4885,5429,5972,6514,88,99,108,118
Rheumatology,Chief of Surgery,National,74,149,847741,941934,1036127,1130321,4603,5115,5627,6138,91,102,111,122
Rheumatology,Chief of Surgery,Northeast,53,83,907082,1007869,1108656,1209443,5167,5742,6316,6890,85,95,104,114
Rheumatology,Chief of Surgery,North Central,45,114,805353,894837,984321,1073805,3737,4153,4568,4983,94,105,115,126
Rheumatology,Chief of Surgery,South,35,163,822308,913676,1005044,1096411,5451,6058,6664,7269,88,98,107,118
Rheumatology,Chief of Surgery,West,68,186,932515,1036127,1139740,1243353,3881,4313,4744,5175,102,114,124,136
Sports Medicine – Medical,Staff Physician,National,69,702,164900,183223,201545,219867,5713,6348,6982,7617,50,56,61,67
Sports Medicine – Medical,Staff Physician,Northeast,54,433,176443,196048,215653,235257,5713,6348,6982,7617,50,56,61,67
Sports Medicine – Medical,Staff Physician,North Central,145,1410,156655,174061,191467,208873,5713,6348,6982,7617,50,56,61,67
Sports Medicine – Medical,Staff Physician,South,86,1364,159953,177726,195498,213270,5713,6348,6982,7617,50,56,61,67
Sports Medicine – Medical,Staff Physician,West,122,589,181390,201545,221699,241853,5713,6348,6982,7617,50,56,61,67
Sports Medicine – Medical,Program Director,National,53,28,194582,216203,237823,259443,4299,4776,5254,5731,62,69,76,83
Sports Medicine – Medical,Program Director,Northeast,31,89,208202,231337,254470,277604,5089,5655,6220,6786,63,71,77,85
Sports Medicine – Medical,Program Director,North Central,38,37,184852,205392,225931,246470,4003,4448,4892,5337,64,72,79,86
Sports Medicine – Medical,Program Director,South,46,166,188744,209717,230688,251659,3876,4306,4737,5167,65,73,80,88
Sports Medicine – Medical,Program Director,West,32,88,214040,237823,261605,285387,4894,5438,5982,6526,69,78,85,93
Sports Medicine – Medical,Division Chief,National,47,36,211072,234525,257977,281429,4951,5501,6050,6601,56,62,68,75
Sports Medicine – Medical,Division Chief,Northeast,39,37,225847,250942,276036,301129,4243,4714,5185,5657,55,61,67,74
Sports Medicine – Medical,Division Chief,North Central,38,159,200518,222799,245078,267358,5004,5560,6116,6672,64,72,78,86
Sports Medicine – Medical,Division Chief,South,70,192,204739,227489,250238,272986,5086,5652,6216,6782,67,76,82,91
Sports Medicine – Medical,Division Chief,West,68,33,232179,257977,283775,309572,3475,3862,4248,4634,58,65,71,78
Sports Medicine – Medical,Department Chair,National,47,163,230859,256512,282163,307813,4873,5414,5955,6497,66,74,80,88
Sports Medicine – Medical,Department Chair,Northeast,49,130,247020,274468,301914,329360,3668,4075,4482,4890,63,70,77,84
Sports Medicine – Medical,Department Chair,North Central,51,36,219316,243686,268054,292423,3934,4372,4808,5246,64,72,79,87
Sports Medicine – Medical,Department Chair,South,65,125,223934,248816,273698,298579,4562,5069,5575,6083,59,66,71,79
Sports Medicine – Medical,Department Chair,West,41,149,253946,282163,310379,338595,4808,5343,5876,6411,69,77,84,93
Sports Medicine – Medical,Chief of Surgery,National,37,164,239105,265673,292240,318807,4547,5052,5557,6062,65,73,79,87
Sports Medicine – Medical,Chief of Surgery,Northeast,63,198,255842,284270,312697,341123,4201,4668,5135,5602,69,78,85,93
Sports Medicine – Medical,Chief of Surgery,North Central,38,101,227149,252389,277628,302866,4606,5118,5629,6141,58,65,71,78
Sports Medicine – Medical,Chief of Surgery,South,69,80,231931,257703,283473,309242,4486,4985,5483,5981,63,70,77,84
Sports Medicine – Medical,Chief of Surgery,West,30,36,263015,292240,321464,350687,4744,5271,5798,6325,56,63,69,76
General Surgery,Staff Physician,National,83,344,178924,198805,218685,238566,3476,3863,4249,4635,88,98,107,117
General Surgery,Staff Physician,Northeast,129,490,191448,212721,233992,255265,3476,3863,4249,4635,88,98,107,117
General Surgery,Staff Physician,North Central,66,1367,169977,188864,207750,226637,3476,3863,4249,4635,88,98,107,117
General Surgery,Staff Physician,South,132,1439,173556,192840,212124,231409,3476,3863,4249,4635,88,98,107,117
General Surgery,Staff Physician,West,67,288,196816,218685,240553,262422,3476,3863,4249,4635,88,98,107,117
General Surgery,Program Director,National,31,92,211130,234589,258048,281507,2993,3326,3659,3991,118,131,143,157
